Sucursal,Ciudad,Matricula,Nombre Vendedor,Código Producto,Precio Unitario -qtd,Fecha de Venta,Estado Venta
Tienda 03,Bucaramanga,123456999,Felipe Santos,10019,1900-2,26/09/2024,Finalizada
Tienda 03,Bucaramanga,123456888,Rita Gómez,10007,200-3,14/03/2023,Finalizada
Tienda 03,Bucaramanga,123456999,Felipe Santos,10009,70-1,18/09/2023,Finalizada
Tienda 03,Bucaramanga,123456999,Felipe Santos,10001,1500-3,27/05/2024,Finalizada
Tienda 03,Bucaramanga,123456777,Marcos Castaño,10005,3000-2,27/02/2024,Finalizada
Tienda 03,Bucaramanga,123456777,Marcos Castaño,10020,600-1,28/12/2023,Finalizada
Tienda 03,Bucaramanga,123456777,Marcos Castaño,10011,80-2,27/12/2024,Finalizada
Tienda 03,Bucaramanga,123456888,Rita Gómez,10018,310-1,30/07/2023,Finalizada
Tienda 03,Bucaramanga,123456999,Felipe Santos,10008,240-2,18/11/2024,Finalizada
Tienda 03,Bucaramanga,123456888,Rita Gómez,10017,2800-2,09/05/2024,Finalizada
Tienda 03,Bucaramanga,123456777,Marcos Castaño,10018,310-2,27/10/2024,Finalizada
Tienda 03,Bucaramanga,123456999,Felipe Santos,10014,1200-3,28/03/2024,Finalizada
Tienda 03,Bucaramanga,123456777,Marcos Castaño,10012,180-2,17/04/2023,Finalizada
Tienda 03,Bucaramanga,123456888,Rita Gómez,10006,300-2,14/01/2023,Finalizada
Tienda 03,Bucaramanga,123456999,Felipe Santos,10003,3500-3,28/11/2023,Finalizada
Tienda 03,Bucaramanga,123456888,Rita Gómez,10010,250-2,05/01/2023,Finalizada
Tienda 03,Bucaramanga,123456888,Rita Gómez,10018,310-1,02/03/2023,Finalizada
Tienda 03,Bucaramanga,123456999,Felipe Santos,10006,300-1,13/12/2024,Finalizada
Tienda 03,Bucaramanga,123456777,Marcos Castaño,10013,600-1,28/04/2023,Finalizada
Tienda 03,Bucaramanga,123456888,Rita Gómez,10006,300-1,05/03/2024,Finalizada
Tienda 03,Bucaramanga,123456777,Marcos Castaño,10005,3000-1,13/10/2023,Finalizada
Tienda 03,Bucaramanga,123456777,Marcos Castaño,10012,180-2,21/04/2023,Finalizada
Tienda 03,Bucaramanga,123456888,Rita Gómez,10001,1500-3,20/05/2023,Finalizada
Tienda 03,Bucaramanga,123456888,Rita Gómez,10007,200-3,20/02/2024,Finalizada
Tienda 03,Bucaramanga,123456777,Marcos Castaño,10019,1900-2,30/09/2023,Finalizada
Tienda 03,Bucaramanga,123456777,Marcos Castaño,10004,2400-3,21/05/2024,Finalizada
Tienda 03,Bucaramanga,123456777,Marcos Castaño,10004,2400-1,04/08/2024,Finalizada
Tienda 03,Bucaramanga,123456888,Rita Gómez,10012,180-1,03/12/2024,Finalizada
Tienda 03,Bucaramanga,123456888,Rita Gómez,10006,300-1,10/04/2024,Finalizada
Tienda 03,Bucaramanga,123456999,Felipe Santos,10015,380-1,27/11/2023,Finalizada
Tienda 03,Bucaramanga,123456777,Marcos Castaño,10015,380-2,19/10/2023,Finalizada
Tienda 03,Bucaramanga,123456777,Marcos Castaño,10012,180-2,08/08/2024,Finalizada
Tienda 03,Bucaramanga,123456777,Marcos Castaño,10003,3500-2,26/04/2023,Finalizada
Tienda 03,Bucaramanga,123456888,Rita Gómez,10008,240-3,16/12/2023,Finalizada
Tienda 03,Bucaramanga,123456999,Felipe Santos,10014,1200-1,02/03/2024,Finalizada
Tienda 03,Bucaramanga,123456888,Rita Gómez,10017,2800-2,22/10/2023,Finalizada
Tienda 03,Bucaramanga,123456999,Felipe Santos,10013,600-3,17/10/2024,Finalizada
Tienda 03,Bucaramanga,123456999,Felipe Santos,10020,600-1,09/03/2024,Finalizada
Tienda 03,Bucaramanga,123456999,Felipe Santos,10002,1000-2,25/04/2023,Finalizada
Tienda 03,Bucaramanga,123456999,Felipe Santos,10016,1500-3,24/09/2024,Finalizada
Tienda 03,Bucaramanga,123456777,Marcos Castaño,10009,70-1,25/12/2024,Finalizada
Tienda 03,Bucaramanga,123456999,Felipe Santos,10016,1500-2,02/04/2023,Finalizada
Tienda 03,Bucaramanga,123456777,Marcos Castaño,10008,240-2,09/08/2024,Finalizada
Tienda 03,Bucaramanga,123456777,Marcos Castaño,10014,1200-3,08/02/2023,Finalizada
Tienda 03,Bucaramanga,123456777,Marcos Castaño,10005,3000-2,25/01/2024,Finalizada
Tienda 03,Bucaramanga,123456999,Felipe Santos,10007,200-1,19/07/2023,Finalizada
Tienda 03,Bucaramanga,123456999,Felipe Santos,10001,1500-2,22/08/2024,Finalizada
Tienda 03,Bucaramanga,123456777,Marcos Castaño,10013,600-2,28/01/2024,Finalizada
Tienda 03,Bucaramanga,123456777,Marcos Castaño,10011,80-1,20/05/2024,Finalizada
Tienda 03,Bucaramanga,123456999,Felipe Santos,10012,180-3,02/01/2024,Finalizada
Tienda 03,Bucaramanga,123456777,Marcos Castaño,10006,300-3,01/05/2023,Finalizada
Tienda 03,Bucaramanga,123456888,Rita Gómez,10013,600-3,15/10/2023,Finalizada
Tienda 03,Bucaramanga,123456888,Rita Gómez,10011,80-1,09/05/2023,Finalizada
Tienda 03,Bucaramanga,123456777,Marcos Castaño,10017,2800-1,25/10/2023,Finalizada
Tienda 03,Bucaramanga,123456999,Felipe Santos,10013,600-1,04/02/2023,Finalizada
Tienda 03,Bucaramanga,123456888,Rita Gómez,10013,600-3,08/04/2024,Finalizada
Tienda 03,Bucaramanga,123456777,Marcos Castaño,10014,1200-1,24/02/2023,Finalizada
Tienda 03,Bucaramanga,123456888,Rita Gómez,10001,1500-1,17/03/2024,Finalizada
Tienda 03,Bucaramanga,123456888,Rita Gómez,10005,3000-3,19/01/2024,Finalizada
Tienda 03,Bucaramanga,123456999,Felipe Santos,10015,380-1,27/10/2024,Finalizada
Tienda 03,Bucaramanga,123456777,Marcos Castaño,10012,180-2,08/10/2023,Finalizada
Tienda 03,Bucaramanga,123456999,Felipe Santos,10015,380-1,29/10/2024,Finalizada
Tienda 03,Bucaramanga,123456777,Marcos Castaño,10015,380-2,22/07/2023,Finalizada
Tienda 03,Bucaramanga,123456888,Rita Gómez,10018,310-2,08/08/2024,Finalizada
Tienda 03,Bucaramanga,123456999,Felipe Santos,10010,250-3,27/10/2023,Finalizada
Tienda 03,Bucaramanga,123456777,Marcos Castaño,10001,1500-2,19/12/2023,Finalizada
Tienda 03,Bucaramanga,123456888,Rita Gómez,10011,80-1,28/06/2024,Finalizada
Tienda 03,Bucaramanga,123456888,Rita Gómez,10007,200-1,22/06/2023,Finalizada
Tienda 03,Bucaramanga,123456777,Marcos Castaño,10017,2800-2,11/02/2023,Finalizada
Tienda 03,Bucaramanga,123456999,Felipe Santos,10015,380-3,05/09/2024,Finalizada
Tienda 03,Bucaramanga,123456999,Felipe Santos,10007,200-2,17/01/2024,Finalizada
Tienda 03,Bucaramanga,123456777,Marcos Castaño,10003,3500-2,18/01/2023,Finalizada
Tienda 03,Bucaramanga,123456888,Rita Gómez,10001,1500-1,08/04/2024,Finalizada
Tienda 03,Bucaramanga,123456777,Marcos Castaño,10013,600-3,19/11/2023,Finalizada
Tienda 03,Bucaramanga,123456999,Felipe Santos,10010,250-2,16/09/2024,Finalizada
Tienda 03,Bucaramanga,123456999,Felipe Santos,10010,250-1,14/06/2023,Finalizada
Tienda 03,Bucaramanga,123456999,Felipe Santos,10012,180-1,28/03/2024,Finalizada
Tienda 03,Bucaramanga,123456999,Felipe Santos,10011,80-3,20/03/2023,Finalizada
Tienda 03,Bucaramanga,123456777,Marcos Castaño,10016,1500-3,22/03/2024,Finalizada
Tienda 03,Bucaramanga,123456777,Marcos Castaño,10010,250-3,07/03/2024,Finalizada
Tienda 03,Bucaramanga,123456999,Felipe Santos,10014,1200-2,07/11/2024,Finalizada
Tienda 03,Bucaramanga,123456999,Felipe Santos,10005,3000-3,19/06/2024,Finalizada
Tienda 03,Bucaramanga,123456999,Felipe Santos,10002,1000-1,08/08/2024,Finalizada
Tienda 03,Bucaramanga,123456999,Felipe Santos,10014,1200-1,24/06/2023,Finalizada
Tienda 03,Bucaramanga,123456999,Felipe Santos,10008,240-1,06/12/2023,Finalizada
Tienda 03,Bucaramanga,123456777,Marcos Castaño,10006,300-2,16/06/2024,Finalizada
Tienda 03,Bucaramanga,123456888,Rita Gómez,10007,200-3,28/05/2023,Finalizada
Tienda 03,Bucaramanga,123456777,Marcos Castaño,10004,2400-2,12/10/2024,Finalizada
Tienda 03,Bucaramanga,123456999,Felipe Santos,10006,300-1,30/10/2024,Finalizada
Tienda 03,Bucaramanga,123456999,Felipe Santos,10015,380-2,13/12/2023,Finalizada
Tienda 03,Bucaramanga,123456888,Rita Gómez,10016,1500-3,23/11/2023,Finalizada
